street,number_odd_from,number_odd_to,number_even_from,number_even_to,district_nr,district_name,zip,vote_district_id,local_election_district_id,landtag_election_district_id,bundestag_election_district_id
Servatiusstr.,99,99,,,805,Ostheim,51107,80501,45,18,93
Servatiusstr.,133,163,,,806,Merheim,51109,80606,44,17,93
Servatiusstr. (Immendorf),45,55,46,48,212,Immendorf,50997,21201,15,13,94
Sesamstr.,,,2,18,206,Rondorf,50997,20607,15,13,94
Severinsbrücke,,,,,101,Altstadt/Süd,50678,10108,01,13,94
Severinsbrücke,,,,,105,Deutz,50679,10511,06,18,93
Severinskirchplatz,1,1,2,12,101,Altstadt/Süd,50678,10111,01,13,94
Severinskloster,1,17,2,12,101,Altstadt/Süd,50678,10111,01,13,94
Severinsmühlengasse,1,5,2,6,101,Altstadt/Süd,50678,10112,01,13,94
Severinstr.,1,61,2,52c,101,Altstadt/Süd,50678,10111,01,13,94
Severinstr.,63,105,54a,112,101,Altstadt/Süd,50678,10110,01,13,94
Severinstr.,107,193,116,162a,101,Altstadt/Süd,50678,10108,01,13,94
Severinstr.,199,241,188,232,101,Altstadt/Süd,50676,10101,01,13,94
Severinstr. (Urbach),1,9,2,18,707,Urbach,51145,70708,09,17,93
Severinstr. (Urbach),11,15,20,24,707,Urbach,51145,70709,09,17,93
Severinswall,3,39,2,32,101,Altstadt/Süd,50678,10112,01,13,94
Severinswall,41,53,34,54,101,Altstadt/Süd,50678,10113,01,13,94
Severinusstr.,1,21,6,24,308,Lövenich,50859,30803,21,14,94
Seydlitzstr.,1,9,2,10,505,Weidenpesch,50737,50501,34,16,95
Seyengasse,1a,9,2,2,101,Altstadt/Süd,50678,10109,01,13,94
Sibeliusstr.,1,63,2,32,803,Vingst,51107,80301,43,18,93
Sibilla-Sester-Str.,,,2,48,309,Widdersdorf,50859,30902,21,14,94
Sibille-Hartmann-Str.,1,1,,,205,Zollstock,50969,20509,13,13,94
Sibille-Hartmann-Str.,,,2,8,205,Zollstock,50969,20507,13,13,94
Siebachstr.,13,59,2a,50,501,Nippes,50733,50104,32,15,95
Siebachstr.,61,121,52,106,501,Nippes,50733,50108,32,15,95
Siebengebirgsallee,1,45,2,44,301,Klettenberg,50939,30109,16,14,94
Siebengebirgsallee,51,67,52,70,301,Klettenberg,50939,30106,16,14,94
Siebengebirgsallee,71,95,72,84,301,Klettenberg,50939,30107,16,14,94
Siebengebirgsallee,99,105,86,102a,301,Klettenberg,50939,30104,16,14,94
Siebengebirgsallee,107,147,104,188,301,Klettenberg,50939,30102,16,14,94
Siebengebirgsallee,149,177a,,,301,Klettenberg,50939,30103,16,14,94
Siebengebirgsallee,179,193,,,301,Klettenberg,50939,30102,16,14,94
Siebengebirgsallee (Wahn),3,57,6,50,711,Wahn,51147,71105,10,17,93
Siebengebirgsstr.,1,7,4,10,213,Meschenich,50997,21301,15,13,94
Siebenrabengasse,1,15,,,904,Holweide,51067,90401,40,19,101
Siebenschönweg,7,13,,,904,Holweide,51067,90404,40,19,101
Sieben-Schwaben-Weg,1,9,2,22,206,Rondorf,50997,20607,15,13,94
Sieboldstr.,1,15,2,22,503,Riehl,50735,50303,33,16,95
Siegburger Str.,15,91,,,105,Deutz,50679,10504,06,18,93
Siegburger Str.,93,171,,,105,Deutz,50679,10511,06,18,93
Siegburger Str.,179,241,104,126,105,Deutz,50679,10512,06,18,93
Siegburger Str.,243,317,232,276,701,Poll,51105,70104,07,17,93
Siegburger Str.,,,278,284,701,Poll,51105,70103,07,17,93
Siegburger Str.,319,371,292,382,701,Poll,51105,70102,07,17,93
Siegburger Str.,383,533,396,522,701,Poll,51105,70107,07,17,93
Siegburger Str.,535,539,,,701,Poll,51105,70109,07,17,93
Siegener Str.,1,35,4,36,806,Merheim,51109,80606,44,17,93
Siegershof,1,13,2,14a,307,Weiden,50859,30707,21,14,94
Siegesstr.,1,5,4,44,105,Deutz,50679,10502,06,18,93
Siegfriedstr.,1,17,2,10,102,Neustadt/Süd,50678,10207,02,13,94
Siegfriedstr. (Rodenkirchen),3,15,2,28,208,Rodenkirchen,50996,20808,14,13,94
Siegfriedstr. (Wahnheide),5,21,2,34,710,Wahnheide,51147,71007,10,17,93
Sieglarer Str. (Lind),1,51,2,30,712,Lind,51147,71203,10,17,93
Siegmundstr.,1,21,2,16,502,Mauenheim,50739,50204,31,16,95
Siegstr.,,,,,908,Stammheim,51061,90801,37,19,101
Siegstr. (Ensen),1,7,2,18,703,Ensen,51149,70303,07,17,93
Siegstr. (Lövenich),1,43,2,56,308,Lövenich,50859,30801,21,14,94
Siegstr. (Rodenkirchen),1,33,4,40,208,Rodenkirchen,50996,20810,14,13,94
Siegstr. (Rodenkirchen),39,71,44,56,208,Rodenkirchen,50996,20811,14,13,94
Sielsdorfer Str.,1,33,,,303,Lindenthal,50935,30316,18,14,94
Sielsdorfer Str.,,,2,20,303,Lindenthal,50935,30317,18,14,94
Siemensstr.,1,17,2,26,402,Neuehrenfeld,50825,40211,23,15,95
Siemensstr.,25,55,32,64,402,Neuehrenfeld,50825,40210,23,15,95
Siemensstr. (Porz),1,11,2,52,706,Porz,51145,70601,08,17,93
Siershahner Weg,1,15,,,604,Heimersdorf,50767,60402,26,16,95
Sieversstr.,1,41,2,36,802,Kalk,51103,80209,42,18,93
Sigmaringer Str.,3,17,2,18,303,Lindenthal,50935,30317,18,14,94
Sigrid-Undset-Str.,1,9,2,18,803,Vingst,51103,80304,43,18,93
Sigwinstr.,5,111,2,128,906,Höhenhaus,51061,90610,38,19,101
Sigwinstr.,117,183,130,190,906,Höhenhaus,51061,90611,38,19,101
Silberahornweg,1,7,2,24,306,Junkersdorf,50858,30606,20,14,94
Silbermöwenweg,1,37,2,90,404,Vogelsang,50829,40406,25,15,95
Silcherstr.,1,31,2,22,403,Bickendorf,50827,40312,25,15,95
Silesiusstr.,1,15,2,82,903,Buchheim,51065,90307,35,19,101
Silkestr.,3,25,2,16,209,Weiß,50999,20906,14,13,94
Silvanstr.,1,23,2,14,101,Altstadt/Süd,50678,10112,01,13,94
Simarplatz,1,21,2,22,402,Neuehrenfeld,50825,40213,23,15,95
Simmerer Str.,1,49,2,62,302,Sülz,50935,30233,17,14,94
Simon-Meister-Str.,1,19,2,18,501,Nippes,50733,50111,32,15,95
Simon-Meister-Str.,19d,33,24,50,501,Nippes,50733,50112,32,15,95
Simonskaul,1,77,4,86,505,Weidenpesch,50737,50509,34,16,95
Simonskaul,,,,,506,Longerich,50737,50605,30,16,95
Simrockstr.,1,49,2,38,401,Ehrenfeld,50823,40107,22,15,95
Simrockstr.,51,91,54,74,401,Ehrenfeld,50823,40116,22,15,95
Singhofener Str.,1,11,2,8,801,Humboldt/Gremberg,51105,80104,43,18,93
Sinnersdorfer Str.,67,199,66,196,611,Roggendorf/Thenhoven,50769,61102,29,16,95
Sintherer Str.,1,39,4,56,405,Bocklemünd/Mengenich,50829,40503,25,15,95
Sinziger Str.,1,41,2,20,202,Marienburg,50968,20204,12,13,94
Sinziger Str.,43,45,,,204,Raderthal,50968,20401,12,13,94
Slabystr.,1,11,,,503,Riehl,50735,50309,33,16,95
Slabystr.,,,20,28,503,Riehl,50735,50310,33,16,95
Soester Str.,1,15,2,16,806,Merheim,51109,80603,44,17,93
Soldiner Str.,29,69,42,70,605,Lindweiler,50767,60502,28,16,95
Solinger Str.,1,1,2,22,802,Kalk,51103,80201,42,18,93
Solinger Str. (Porz),1,1,,,707,Urbach,51145,70701,09,17,93
Solinger Str. (Porz),21,31,22,30a,705,Eil,51145,70508,08,17,93
Solothurner Weg,1,7,2,38,901,Mülheim,51063,90123,37,19,101
Sömmeringstr.,7,83,2,114,401,Ehrenfeld,50823,40105,22,15,95
Sonderburger Str.,1,1,,,901,Mülheim,51065,90107,36,19,101
Sonderburger Str.,,,4,4,901,Mülheim,51065,90108,36,19,101
Sonderburger Str.,37,65,,,901,Mülheim,51065,90109,36,19,101
Sonnenblumenweg,1,19,2,20,906,Höhenhaus,51061,90613,38,19,101
Sonnenblumenweg (Sürth),1,19,10,10,210,Sürth,50999,21009,14,13,94
Sonnenscheinstr.,1,3,2,8,901,Mülheim,51063,90102,35,19,101
Sonnenweg,1,19,2,20,906,Höhenhaus,51061,90609,38,19,101
Sooneckstr.,1,3b,2,12,203,Raderberg,50968,20301,13,13,94
Sophienstr.,1,5,2,30,702,Westhoven,51149,70205,07,17,93
Spargelweg,1,35,2,14,715,Langel,51143,71503,11,17,93
Spechtstr.,1,23,2,16,504,Niehl,50735,50413,34,16,95
Speestr.,3,11,2,14,302,Sülz,50937,30225,17,14,94
Spemannstr.,11,21,12,42,909,Flittard,51061,90907,37,19,101
Spenrather Weg,1,11,100,100,405,Bocklemünd/Mengenich,50829,40501,25,15,95
Sperberweg,1,39,2,38,404,Vogelsang,50829,40404,25,15,95
Sperberweg (Junkersdorf),3,31,2,10,306,Junkersdorf,50858,30605,20,14,94
Sperberweg (Rondorf),5,79,2,28,206,Rondorf,50997,20605,15,13,94
Sperlingsweg,1,33,2,48,404,Vogelsang,50829,40403,25,15,95
Speyerer Str.,1,55,2,46,507,Bilderstöckchen,50739,50703,31,15,95
Spichernstr.,,,2,24,104,Neustadt/Nord,50672,10407,04,18,93
Spichernstr.,25,25,,,104,Neustadt/Nord,50672,10409,04,18,93
Spichernstr.,55,77,26,56,104,Neustadt/Nord,50672,10410,04,18,93
Spiegelglasweg,,,,,706,Porz,51143,70608,11,17,93
Spielmannsgasse,,,2,16,101,Altstadt/Süd,50678,10108,01,13,94
Spiesergasse,1,15,2,20,103,Altstadt/Nord,50670,10314,04,18,93
Spinnmühlengasse,1,9,2,2,101,Altstadt/Süd,50676,10119,01,13,94
Spitzangerweg,1,67,22,54,308,Lövenich,50859,30806,21,14,94
Spitzangerweg,,,4,20,308,Lövenich,50859,30805,21,14,94
Spitzwegstr.,1,7,2,16,305,Müngersdorf,50933,30504,20,14,94
Spoerkelhof,1,7,4,6,601,Merkenich,50769,60103,29,16,95
Spoerkelhof,9,9,,,601,Merkenich,50769,60105,29,16,95
Sporergasse,1,19,2,14,103,Altstadt/Nord,50667,10304,04,18,93
Sportplatz Rath,,,,,808,Rath/Heumar,51107,80803,41,17,93
Sportplatzstr.,3,97,2,76,710,Wahnheide,51147,71005,10,17,93
Sportplatzstr.,107,145,78,86,710,Wahnheide,51147,71002,10,17,93
Sportstr.,1,19,2,26,505,Weidenpesch,50737,50503,34,16,95
Spreeweg,,,2,16,609,Chorweiler,50765,60905,27,16,95
Sprengelstr.,1,15,8,16,503,Riehl,50735,50307,33,16,95
Sprengelstr.,,,2,4,503,Riehl,50735,50308,33,16,95
St.-Ägidius-Str.,1,3,,,711,Wahn,51147,71101,10,17,93
St.-Ägidius-Str.,11,21,2,26,711,Wahn,51147,71102,10,17,93
St.-Ägidius-Str.,27,71,30,56,711,Wahn,51147,71104,10,17,93
St.-Anno-Str.,1,29a,2,18,709,Grengel,51147,70903,09,17,93
St.-Apern-Str.,1,21,2,70,103,Altstadt/Nord,50667,10303,04,18,93
St.-Georg-Str.,1,35,2,34,308,Lövenich,50859,30807,21,14,94
St.-Laurentius-Str.,1,1,4,4,703,Ensen,51149,70302,07,17,93
St.-Leonardus-Str.,1,11,,,504,Niehl,50735,50404,30,16,95
St.-Martin-Str.,1,47,,,714,Zündorf,51143,71402,11,17,93
St.-Martin-Str.,,,4,38,714,Zündorf,51143,71401,11,17,93
St.-Michael-Str.,1,15,2,20,714,Zündorf,51143,71408,11,17,93
St.-Rochus-Str.,3,19a,2,16a,705,Eil,51145,70505,08,17,93
St.-Rochus-Str.,21,41,22,34,705,Eil,51145,70503,08,17,93
St.-Sebastianus-Str.,1,13,,,711,Wahn,51147,71105,10,17,93
St.-Sebastianus-Str.,,,10,14,711,Wahn,51147,71103,10,17,93
St.-Tönnis-Platz,,,,,612,Worringen,50769,61206,29,16,95
St.-Tönnis-Str.,1a,149,4,146,612,Worringen,50769,61206,29,16,95
St.-Tönnis-Str.,151,201,148,208,612,Worringen,50769,61201,29,16,95
St.-Vither-Str.,1,11,4,16,304,Braunsfeld,50933,30401,19,14,94
Stachelsweg,1,15a,2,18,808,Rath/Heumar,51107,80803,41,17,93
Stachelsweg,17,57,20,32,808,Rath/Heumar,51107,80804,41,17,93
Stadtwald,,,2,2,303,Lindenthal,50935,30319,18,14,94
Stadtwaldgürtel,1,49,,,303,Lindenthal,50935,30321,18,14,94
Stadtwaldgürtel,,,2,44b,303,Lindenthal,50931,30321,18,14,94
Stadtwaldgürtel,,,46,74,303,Lindenthal,50931,30324,19,14,94
Stadtwaldgürtel,57,89,,,303,Lindenthal,50935,30324,19,14,94
Staelsweg,3,3,2,30,707,Urbach,51145,70707,09,17,93
Staffelsbergstr.,1,55,,,610,Blumenberg,50765,61002,27,16,95
Staffelsbergstr.,,,2,108,610,Blumenberg,50765,61004,27,16,95
Stahleckstr.,1,13,2,14,203,Raderberg,50968,20301,13,13,94
Stahlsweg,1,21,2,8,714,Zündorf,51143,71401,11,17,93
Stallagsbergweg,1a,1a,2,4,602,Fühlingen,50769,60201,29,16,95
Stallagsweg,101,127,116,140,604,Heimersdorf,50767,60401,26,16,95
Stallagsweg,129,211,146,152,604,Heimersdorf,50767,60403,26,16,95
Stallagsweg,,,156,156,604,Heimersdorf,50767,60402,26,16,95
Stallagsweg,,,178,188,604,Heimersdorf,50767,60403,26,16,95
Stammheimer Deichweg,1,45,2,10,909,Flittard,51061,90901,37,19,101
Stammheimer Deichweg,,,,,908,Stammheim,51061,90805,37,19,101
Stammheimer Hauptstr.,5,67,2,96,908,Stammheim,51061,90806,37,19,101
Stammheimer Ring,17,165,22,132,908,Stammheim,51061,90805,37,19,101
Stammheimer Str.,9,77,2,94,503,Riehl,50735,50304,33,16,95
Stammheimer Str.,91,95,,,503,Riehl,50735,50303,33,16,95
Stammheimer Str.,101,107,98,130,503,Riehl,50735,50302,33,16,95
Stammheimer Str.,109,175,132,160,503,Riehl,50735,50301,33,16,95
Stammheimer Ufer,,,202,208,908,Stammheim,51061,90803,37,19,101
Stammstr.,1,79,2a,70,401,Ehrenfeld,50823,40117,22,15,95
Stammstr.,81,99,72,82,401,Ehrenfeld,50823,40113,22,15,95
Stammstr.,103,111,84,92,401,Ehrenfeld,50823,40112,22,15,95
Stangenroder Weg,1,25,,,605,Lindweiler,50767,60502,28,16,95
Stapelkai,,,,,504,Niehl,50735,50411,34,16,95
Starenweg,1,35,2,34,404,Vogelsang,50829,40401,25,15,95
Starenweg (Ensen),1,11,2,14,703,Ensen,51149,70301,07,17,93
Starenweg (Esch),1,21,2,24,607,Esch/Auweiler,50765,60705,28,16,95
Starenweg (Godorf),1,31,2,34,211,Godorf,50997,21102,15,13,94
Statthalterhofallee,1,33,2,46,306,Junkersdorf,50858,30605,20,14,94
Statthalterhofallee,35,41a,,,306,Junkersdorf,50858,30608,20,14,94
Statthalterhofweg,1,71,2,70,306,Junkersdorf,50858,30608,20,14,94
Stauderstr.,,,,,102,Neustadt/Süd,50674,10221,02,13,94
Stauffenbergstr.,,,2,22,506,Longerich,50737,50607,30,16,95
Steeger Str.,1,15,6,6,903,Buchheim,51067,90303,35,19,101
Stefan-Lochner-Str.,1,17,2,16,208,Rodenkirchen,50999,20812,14,13,94
Stefanstr.,9,23,2,14,707,Urbach,51145,70704,09,17,93
Stefan-Zweig-Str.,1,15,,,405,Bocklemünd/Mengenich,50829,40507,25,15,95
Stegwiese,29,41,2,26,903,Buchheim,51067,90303,35,19,101
Steinackerstr.,1,23,2,8,711,Wahn,51147,71103,10,17,93
Steinbergerstr.,1,15,2,14,501,Nippes,50733,50109,32,15,95
Steinbergerstr.,19,37,26,42,501,Nippes,50733,50108,32,15,95
Steinbrecher Weg,,,2,26,905,Dellbrück,51069,90512,39,19,101
Steinbücheler Weg,1,57,2,80,906,Höhenhaus,51061,90601,38,19,101
Steinenbrücker Str.,,,2,20,905,Dellbrück,51069,90509,39,19,101
Steinfelder Gasse,1,35,6,34,103,Altstadt/Nord,50670,10313,04,18,93
Steinkaulerstr.,1,35,,,901,Mülheim,51063,90121,36,19,101
Steinkauzweg,1,47,2,60,404,Vogelsang,50829,40405,25,15,95
Steinkopfstr.,1,9,2,70,901,Mülheim,51065,90111,36,19,101
Steinkopfstr.,57,65,,,901,Mülheim,51065,90112,36,19,101
Steinkrügerstr.,1,39,2,30,402,Neuehrenfeld,50825,40220,23,15,95
Steinmetzstr.,1,27,2,16,802,Kalk,51103,80202,42,18,93
Steinmetzstr.,57,75,32,48,802,Kalk,51103,80203,42,18,93
Steinrutschweg,5,93,2,84,805,Ostheim,51107,80505,45,18,93
Steinrutschweg (Pesch),1,25,,,606,Pesch,50767,60608,28,16,95
Steinstr.,1,51,12,50,101,Altstadt/Süd,50676,10106,01,13,94
Steinstr. (Porz),1,17,2,56,706,Porz,51143,70604,11,17,93
Steinstr. (Porz),,,58,58,706,Porz,51143,70605,11,17,93
Steinstr. (Porz),163,163,,,704,Gremberghoven,51149,70401,08,17,93
Steinstr. (Rodenkirchen),1,3,,,208,Rodenkirchen,50996,20804,12,13,94
Steinweg,1,23,4,30,103,Altstadt/Nord,50667,10304,04,18,93
Steinweg (Heumar),17,23,,,808,Rath/Heumar,51107,80810,41,17,93
Stenzelbergstr.,1,17,,,301,Klettenberg,50939,30107,16,14,94
Stenzelbergstr.,,,10,28,301,Klettenberg,50939,30106,16,14,94
Stephanstr.,7,17,2,4,101,Altstadt/Süd,50676,10120,06,13,94
Steprathstr.,1,33,4,34,802,Kalk,51103,80206,42,18,93
Sternenberger Hof,1,7,,,706,Porz,51149,70604,11,17,93
Sternengasse,1,9,2,16,101,Altstadt/Süd,50676,10120,06,13,94
Sternheimstr.,,,2,28,405,Bocklemünd/Mengenich,50829,40507,25,15,95
Sterntalerweg,1,9,2,10,206,Rondorf,50997,20607,15,13,94
Sternweg,1,29,4,30,709,Grengel,51147,70902,09,17,93
Sterrenhofweg,1,43,2,4,306,Junkersdorf,50858,30610,20,14,94
Sterrenhofweg,,,4a,32,306,Junkersdorf,50858,30608,20,14,94
Stettiner Str.,1,13,2,16,505,Weidenpesch,50737,50508,34,16,95
Stettiner Str. (Urbach),1,27,2,24,707,Urbach,51145,70702,09,17,93
Stettiner Weg,3,7,2,12,307,Weiden,50858,30712,21,14,94
Steubenstr.,1,23,2,24,403,Bickendorf,50827,40312,25,15,95
Steyler Str.,1,21,4,4,904,Holweide,51067,90411,40,19,101
Steyrer Weg,1,3,6,10,306,Junkersdorf,50858,30605,20,14,94
Stieglitzweg,1,7,,,404,Vogelsang,50829,40402,25,15,95
Stieglitzweg,9,47,2,56,404,Vogelsang,50829,40403,25,15,95
Stieleichenweg,1,59,2,46,210,Sürth,50999,21007,14,13,94
Stöckerstr.,,,,,901,Mülheim,51063,90104,36,19,101
Stöckheimer Weg,1,5,,,405,Bocklemünd/Mengenich,50829,40501,25,15,95
Stöckheimer Weg,,,,,607,Esch/Auweiler,50829,60701,28,16,95
Stockholmer Allee,1,31,30,34,609,Chorweiler,50765,60901,27,16,95
Stockumer Weg,,,10,12,713,Libur,51147,71301,10,17,93
Stoffelsstr.,1,33,2,24,611,Roggendorf/Thenhoven,50769,61101,29,16,95
Stolberger Str.,1,127,2,100,304,Braunsfeld,50933,30401,19,14,94
Stolberger Str.,305,305,104,202,304,Braunsfeld,50933,30402,19,14,94
Stolberger Str.,307,329,,,304,Braunsfeld,50933,30403,19,14,94
Stolberger Str.,351,407,364,382,305,Müngersdorf,50933,30503,19,14,94
Stolkgasse,1,47,,,103,Altstadt/Nord,50667,10313,04,18,93
Stolkgasse,,,4,4,103,Altstadt/Nord,50668,10313,04,18,93
Stollwerckhof,1,9,2,24,101,Altstadt/Süd,50678,10113,01,13,94
Stollwerckstr.,1,35,4,32,702,Westhoven,51149,70205,07,17,93
Stolpestr.,1,19,2,28,609,Chorweiler,50765,60904,27,16,95
Stolpweg,,,2,32,206,Rondorf,50997,20602,15,13,94
Stolzestr.,1,27,4,20,102,Neustadt/Süd,50674,10221,02,13,94
Stommeler Str.,15,91,18,72,506,Longerich,50739,50612,30,16,95
Storchenweg,1,31,2,34,404,Vogelsang,50829,40402,25,15,95
Stormstr.,1,21,6,12,104,Neustadt/Nord,50670,10418,05,18,93
Stormstr. (Immendorf),1,17,,,212,Immendorf,50997,21201,15,13,94
Stormstr. (Weiden),1,21,2,28,307,Weiden,50858,30704,20,14,94
Stotzheimer Str.,1,23,2,24,205,Zollstock,50969,20515,13,13,94
Straberger Weg,151,153,2,150,611,Roggendorf/Thenhoven,50769,61102,29,16,95
Stralsunder Str.,9,31,26,42,707,Urbach,51145,70702,09,17,93
Strandläuferweg,1,61,2,120,404,Vogelsang,50829,40406,25,15,95
Straßburger Platz,1,5,2,6,809,Neubrück,51109,80907,45,18,93
Straße des 17. Juni,,,,,802,Kalk,51103,80209,42,18,93
Streitzeuggasse,1,9,2,82,103,Altstadt/Nord,50667,10304,04,18,93
Stresemannstr. (Porz),1,15,2,46,716,Finkenberg,51149,71603,08,17,93
Ströer-Allee,1,1,,,210,Sürth,50999,21007,14,13,94
Strohblumenweg,,,2,10,309,Widdersdorf,50859,30901,21,14,94
Strohflechterstr.,3,41,18,18,612,Worringen,50769,61204,29,16,95
Strundener Str.,1,153,2,180,905,Dellbrück,51069,90513,39,19,101
Strunder Feld,1,29,2,34,905,Dellbrück,51069,90512,39,19,101
Stuppstr.,1,13,,,401,Ehrenfeld,50823,40110,22,15,95
Stuppstr.,,,2,22,401,Ehrenfeld,50823,40112,22,15,95
Stürmerstr.,1,9,2,6,901,Mülheim,51063,90115,36,19,101
Stürzelberger Weg,,,2,38,612,Worringen,50769,61205,29,16,95
Stuttgarter Str.,1,79,2,20,507,Bilderstöckchen,50739,50707,31,15,95
Stüttgenhof,,,0,,306,Junkersdorf,50858,30609,20,14,94
Stüttgenweg,1,17,,,306,Junkersdorf,50935,30609,20,14,94
Stüttgenweg,,,2,2,303,Lindenthal,50935,30319,18,14,94
Stüttgerhofweg,1,15,,,306,Junkersdorf,50858,30607,20,14,94
Stüttgerhofweg,,,2,50,306,Junkersdorf,50858,30606,20,14,94
Subbelrather Str.,1,13,16,16,104,Neustadt/Nord,50672,10409,04,18,93
Subbelrather Str.,15,119,24,44,401,Ehrenfeld,50823,40114,22,15,95
Subbelrather Str.,127,167,124,170,401,Ehrenfeld,50823,40115,22,15,95
Subbelrather Str.,175,221,180,234,401,Ehrenfeld,50823,40118,22,15,95
Subbelrather Str.,243,301,238,288,401,Ehrenfeld,50825,40118,22,15,95
Subbelrather Str.,303,409,300,436,401,Ehrenfeld,50825,40123,23,15,95
Subbelrather Str.,433,479,450,498a,401,Ehrenfeld,50825,40124,24,15,95
Subbelrather Str.,481,543,538,562,403,Bickendorf,50827,40308,24,15,95
Subbelrather Str.,543a,561,576,598,403,Bickendorf,50827,40309,24,15,95
Südallee,1,13,2,6,306,Junkersdorf,50858,30605,20,14,94
Südbrücke,,,,,201,Bayenthal,50968,20101,12,13,94
Südbrücke,,,,,701,Poll,51105,70105,07,17,93
Sudermanplatz,1,9,2,12,104,Neustadt/Nord,50670,10413,05,18,93
Sudermanstr.,1,9,2,12,104,Neustadt/Nord,50670,10422,05,18,93
Sudetenweg,1,25,2,62,306,Junkersdorf,50858,30605,20,14,94
Südstr.,,,8,24,213,Meschenich,50997,21301,15,13,94
Südstr.,21,27,28,40,213,Meschenich,50997,21302,15,13,94
Suevenstr.,1,35,,,105,Deutz,50679,10508,06,18,93
Suevenstr.,,,2,36,105,Deutz,50679,10509,06,18,93
Suhler Weg,,,8,8,804,Höhenberg,51103,80404,44,18,93
Suitbert-Heimbach-Platz,1,13,,,303,Lindenthal,50935,30316,18,14,94
Suitbertstr.,1,71,2,62,904,Holweide,51067,90403,40,19,101
Sülzburgstr.,1,67,34,82,302,Sülz,50937,30212,17,14,94
Sülzburgstr.,,,88,130,302,Sülz,50937,30221,17,14,94
Sülzburgstr.,89,129,,,302,Sülz,50937,30220,17,14,94
Sülzburgstr.,171,191,136,164,302,Sülz,50937,30226,17,14,94
Sülzburgstr.,193,217,170,198,302,Sülz,50937,30225,17,14,94
Sülzburgstr.,229,271,200,234,303,Lindenthal,50937,30302,18,14,94
Sülzer Aquarienweg,,,,,302,Sülz,50937,30233,17,14,94
Sülzgürtel,1,19,2,16,302,Sülz,50937,30214,17,14,94
Sülzgürtel,23,31,18,30,302,Sülz,50937,30213,17,14,94
Sülzgürtel,33,49a,32,54,302,Sülz,50937,30218,17,14,94
Sülzgürtel,51,59b,56,62,302,Sülz,50937,30217,17,14,94
Sülzgürtel,61,71,76,96,302,Sülz,50937,30227,17,14,94
Sülzgürtel,,,64,74a,302,Sülz,50937,30231,17,14,94
Sürther Feldallee,,,,,208,Rodenkirchen,50999,20814,14,13,94
Sürther Hauptstr.,3,103b,2,130,210,Sürth,50999,21009,14,13,94
Sürther Hauptstr.,107,119,,,210,Sürth,50999,21004,14,13,94
Sürther Hauptstr.,133,173,132,182,210,Sürth,50999,21003,14,13,94
Sürther Hauptstr.,191,267,184,240f,210,Sürth,50999,21002,14,13,94
Sürther Leinpfad,,,,,210,Sürth,50999,21009,14,13,94
Sürther Str. (Rodenkirchen),1,89,2,34,208,Rodenkirchen,50996,20808,14,13,94
Sürther Str. (Rodenkirchen),95,117,76,122,208,Rodenkirchen,50996,20810,14,13,94
Sürther Str. (Rodenkirchen),135,191,172,310,208,Rodenkirchen,50999,20814,14,13,94
Swinestr.,1,15,,,609,Chorweiler,50765,60904,27,16,95
Swisttalstr.,5,27,2,34,204,Raderthal,50968,20402,12,13,94
Swisttalstr.,33,37,,,204,Raderthal,50968,20401,12,13,94
Taborplatz,1,9,2,8,604,Heimersdorf,50767,60404,26,16,95
Tacitusstr.,1,1g,,,201,Bayenthal,50968,20106,12,13,94
Tacitusstr.,,,2,2d,201,Bayenthal,50968,20102,12,13,94
Tacitusstr.,3,15b,,,201,Bayenthal,50968,20105,12,13,94
Tacitusstr.,,,4,54,201,Bayenthal,50968,20103,12,13,94
Tacitusstr.,17,25,,,201,Bayenthal,50968,20104,12,13,94
Taepperweg,1,1,2,8,603,Seeberg,50769,60303,26,16,95
Tagetesweg,1,39,2,34,714,Zündorf,51143,71411,11,17,93
Takufeld,41,41,,,402,Neuehrenfeld,50825,40217,23,15,95
Takuplatz,1,7,,,402,Neuehrenfeld,50825,40216,23,15,95
Takustr.,1,35d,2,32,401,Ehrenfeld,50825,40123,23,15,95
Takustr.,37,101,38,76,402,Neuehrenfeld,50825,40217,23,15,95
Talstr.,25,37,2,40,905,Dellbrück,51069,90523,39,19,101
Talstr. (Rondorf),3,39,,,206,Rondorf,50997,20604,15,13,94
Talstr. (Rondorf),,,6,10,206,Rondorf,50997,20603,15,13,94
Talweg,1,45,2,36,704,Gremberghoven,51149,70402,08,17,93
Tangastr.,1,13,2,16,501,Nippes,50733,50115,32,15,95
Tannenstr.,1,13,2,22,306,Junkersdorf,50858,30606,20,14,94
Tannenweg,1,37,2,26,709,Grengel,51147,70903,09,17,93
Tarnowitzer Str.,1,11,2,12,903,Buchheim,51065,90308,35,19,101
Tassostr.,1,17,2,14,707,Urbach,51145,70703,09,17,93
Taubengasse,1,21,,,101,Altstadt/Süd,50676,10114,03,13,94
Taubenholzweg,29,29,,,701,Poll,51105,70101,07,17,93
Tauentzienstr.,,,2,4,501,Nippes,50733,50113,32,15,95
Taunusplatz,1,11,,,801,Humboldt/Gremberg,51105,80101,42,18,93
Taunusstr.,1,29a,2,28,801,Humboldt/Gremberg,51105,80101,42,18,93
Taunusstr.,31,55,34,54,801,Humboldt/Gremberg,51105,80105,43,18,93
Tausendschönweg,,,,,208,Rodenkirchen,50999,20812,14,13,94
Teichrohrsängerweg,,,,,404,Vogelsang,50829,40401,25,15,95
