Straßenschlüssel;Straßenname;Stadtteilnummer;Stadtteilname;Postleitzahl;Stimmbezirk;Bundestagswahlkreis;Landtagswahlkreis;Kommunalwahlbezirk;ungerade Hausnummer von;ungerade Hausnummer bis;gerade Hausnummer von;gerade Hausnummer bis
05561;Sürther Str. (Rodenkirchen);208;Rodenkirchen;50996;20810;94;13;14;95;117;76;122
05561;Sürther Str. (Rodenkirchen);208;Rodenkirchen;50999;20814;94;13;14;135;191;172;310
03542;Swinestr.;609;Chorweiler;50765;60904;95;16;27;1;15;;
03023;Swisttalstr.;204;Raderthal;50968;20402;94;13;12;5;27;2;34
03023;Swisttalstr.;204;Raderthal;50968;20401;94;13;12;33;37;;
03027;Taborplatz;604;Heimersdorf;50767;60404;95;16;26;1;9;2;8
03028;Tacitusstr.;201;Bayenthal;50968;20106;94;13;12;1;1g;;
03028;Tacitusstr.;201;Bayenthal;50968;20102;94;13;12;;;2;2d
03028;Tacitusstr.;201;Bayenthal;50968;20105;94;13;12;3;15b;;
03028;Tacitusstr.;201;Bayenthal;50968;20103;94;13;12;;;4;54
03028;Tacitusstr.;201;Bayenthal;50968;20104;94;13;12;17;25;;
03029;Taepperweg;603;Seeberg;50769;60303;95;16;26;1;1;2;8
05566;Tagetesweg;714;Zündorf;51143;71411;93;17;11;1;39;2;34
03030;Takufeld;402;Neuehrenfeld;50825;40217;95;15;23;41;41;;
03031;Takuplatz;402;Neuehrenfeld;50825;40216;95;15;23;1;7;;
03032;Takustr.;401;Ehrenfeld;50825;40123;95;15;23;1;35d;2;32
03032;Takustr.;402;Neuehrenfeld;50825;40217;95;15;23;37;101;38;76
03033;Talstr.;905;Dellbrück;51069;90523;101;19;39;25;37;2;40
05564;Talstr. (Rondorf);206;Rondorf;50997;20604;94;13;15;3;39;;
05564;Talstr. (Rondorf);206;Rondorf;50997;20603;94;13;15;;;6;10
05565;Talweg;704;Gremberghoven;51149;70402;93;17;8;1;45;2;36
03034;Tangastr.;501;Nippes;50733;50115;95;15;32;1;13;2;16
05567;Tannenstr.;306;Junkersdorf;50858;30606;94;14;20;1;13;2;22
05568;Tannenweg;709;Grengel;51147;70903;93;17;9;1;37;2;26
03035;Tarnowitzer Str.;903;Buchheim;51065;90308;101;19;35;1;11;2;12
05570;Tassostr.;707;Urbach;51145;70703;93;17;9;1;17;2;14
03036;Taubengasse;101;Altstadt/Süd;50676;10114;94;13;3;1;21;;
03037;Taubenholzweg;701;Poll;51105;70101;93;17;7;29;29;;
03039;Tauentzienstr.;501;Nippes;50733;50113;95;15;32;;;2;4
03040;Taunusplatz;801;Humboldt/Gremberg;51105;80101;93;18;42;1;21;;
03041;Taunusstr.;801;Humboldt/Gremberg;51105;80101;93;18;42;1;29a;2;28
03041;Taunusstr.;801;Humboldt/Gremberg;51105;80105;93;18;43;31;55;34;50
06057;Tausendschönweg;208;Rodenkirchen;50999;20812;94;13;14;1;43;2;40
03886;Teichrohrsängerweg;404;Vogelsang;50829;40401;95;15;25;;;;
03042;Teichstr.;403;Bickendorf;50827;40311;95;15;24;1;77;2;50
03696;Tel-Aviv-Str.;101;Altstadt/Süd;50676;10102;94;13;1;1;9;4;4
03696;Tel-Aviv-Str.;101;Altstadt/Süd;50676;10101;94;13;1;;;6;6
03043;Tempelherrenstr.;903;Buchheim;51067;90304;101;19;35;1;11;24;42
03043;Tempelherrenstr.;903;Buchheim;51067;90302;101;19;35;13;23;44;48
03044;Tempelstr.;105;Deutz;50679;10503;93;18;6;1;35;;
03044;Tempelstr.;105;Deutz;50679;10504;93;18;6;37;61;2;50
03044;Tempelstr.;105;Deutz;50679;10511;93;18;6;65;103;52;56
03045;Tenktererstr.;105;Deutz;50679;10509;93;18;6;1;5;2;6
03046;Tessiner Weg;901;Mülheim;51063;90122;101;19;37;1;17;2;18
03679;Teufelsbergstr.;610;Blumenberg;50765;61003;95;16;27;1;51;2;56
03047;Teutoburger Str.;102;Neustadt/Süd;50678;10208;94;13;2;1;35;2;42
03048;Teutonenstr.;105;Deutz;50679;10511;93;18;6;;;2;16
05573;Teutonenstr. (Gremberghoven);704;Gremberghoven;51149;70401;93;17;8;13;35;24;34
05574;Teutonenstr. (Meschenich);213;Meschenich;50997;21302;94;13;15;1;13;2;12
03049;Thebäerstr.;401;Ehrenfeld;50823;40110;95;15;22;1;25;2;58
03049;Thebäerstr.;401;Ehrenfeld;50823;40111;95;15;22;43;63;58a;100
03050;Theklastr.;505;Weidenpesch;50737;50506;95;16;34;1;29;2;28
03543;Themsepromenade;609;Chorweiler;50765;60903;95;16;27;;;;
05575;Thenhovener Str.;607;Esch/Auweiler;50765;60707;95;16;28;17;21;40;48
03051;Thenhover-Escher Weg;611;Roggendorf/Thenhoven;50769;61101;95;16;29;43;67;40;52
01963;Theo-Burauen-Platz;103;Altstadt/Nord;50667;10304;93;18;4;;;;
03052;Theoderichstr.;801;Humboldt/Gremberg;51105;80104;93;18;43;1;13;2;2
03053;Theodor-Babilon-Str.;105;Deutz;50679;10502;93;18;6;1;7;2;8
03054;Theodor-Brauer-Str.;901;Mülheim;51063;90102;101;19;35;1;41;2;20
03055;Theodor-Haecker-Str.;809;Neubrück;51109;80906;93;18;45;1;21;2;2
03056;Theodor-Heuss-Ring;104;Neustadt/Nord;50668;10423;93;18;5;1;23a;2;62
05802;Theodor-Heuss-Str. (Porz);716;Finkenberg;51149;71603;93;17;8;1;9;2;18
05802;Theodor-Heuss-Str. (Porz);716;Finkenberg;51149;71602;93;17;8;;;24;24
05802;Theodor-Heuss-Str. (Porz);705;Eil;51149;70501;93;17;8;43;59;60;64
05802;Theodor-Heuss-Str. (Porz);705;Eil;51149;70502;93;17;8;;;76;86
05802;Theodor-Heuss-Str. (Porz);705;Eil;51149;70501;93;17;8;;;88;88
05802;Theodor-Heuss-Str. (Porz);705;Eil;51145;70503;93;17;8;;;92;92
05577;Theodor-Heuss-Str. (Rodenkirchen);208;Rodenkirchen;50996;20803;94;13;12;1;1;2;6
03057;Theodor-Hürth-Str.;105;Deutz;50679;10505;93;18;6;1;11;2;12
05578;Theodor-Körner-Str. (Porz);706;Porz;51143;70608;93;17;11;1;7;2;10
05579;Theodor-Körner-Str. (Rodenkirchen);208;Rodenkirchen;50996;20806;94;13;14;1;5;2;2
05579;Theodor-Körner-Str. (Rodenkirchen);208;Rodenkirchen;50996;20807;94;13;14;7;13;10;14
05937;Theodor-Schnitzler-Weg;703;Ensen;51149;70306;93;17;7;;;2;6
03058;Theodor-Schwann-Str.;503;Riehl;50735;50308;95;16;33;1;25;2;30
03059;Theodor-Zingsheim-Weg;305;Müngersdorf;50933;30505;94;14;20;;;;
03060;Theophanoplatz;205;Zollstock;50969;20504;94;13;13;1;9;2;8
03061;Theophanostr.;205;Zollstock;50969;20504;94;13;13;1;19;;
03061;Theophanostr.;205;Zollstock;50969;20503;94;13;13;;;2;38
03062;Theresienstr.;303;Lindenthal;50931;30310;94;14;18;15;69;16;70
03062;Theresienstr.;303;Lindenthal;50931;30323;94;14;18;75;85;72;96
03865;Thessaloniki-Allee;802;Kalk;51103;80209;93;18;42;1;19;;
03865;Thessaloniki-Allee;802;Kalk;51103;80208;93;18;42;21;27;2;28
03063;Thieboldsgasse;101;Altstadt/Süd;50676;10118;94;13;1;3;25;6;18
03063;Thieboldsgasse;101;Altstadt/Süd;50676;10119;94;13;1;27;139;82;152
03064;Thielenbrucher Allee;905;Dellbrück;51069;90515;101;19;39;1;35;2;46
03065;Thielenbrucher Hof;905;Dellbrück;51069;90514;101;19;39;;;14;18
03067;Thielenstr.;401;Ehrenfeld;50825;40122;95;15;22;1;15;2;12
03067;Thielenstr.;401;Ehrenfeld;50825;40120;95;15;24;17;31;14;48
03069;Thomasberger Str.;301;Klettenberg;50939;30103;94;14;16;1;51;2;32
03070;Thomas-Dehler-Weg;809;Neubrück;51109;80904;93;18;45;1;13;;
03071;Thomas-Mann-Str.;201;Bayenthal;50968;20104;94;13;12;1;5;6;10
03068;Thönneshofweg;601;Merkenich;50769;60105;95;16;29;1;9;;
03072;Thorn-Prikker-Str.;603;Seeberg;50769;60303;95;16;26;1;13;2;4
03073;Thorwaldsenstr.;803;Vingst;51103;80304;93;18;43;1;27;2;36
03568;Thujaweg;608;Volkhoven/Weiler;50765;60801;95;16;26;1;3;10;38
03076;Thuleweg;906;Höhenhaus;51061;90611;101;19;38;1;29;16;98
03077;Thumbstr.;802;Kalk;51103;80205;93;18;42;1;87;2;82
03074;Thüringer Str.;501;Nippes;50733;50110;95;15;32;3;31;4;22
03075;Thürmchenswall;103;Altstadt/Nord;50668;10308;93;18;4;3;51;4;64
03075;Thürmchenswall;103;Altstadt/Nord;50668;10309;93;18;4;55;81;66;78
03078;Thurner Heide;905;Dellbrück;51069;90503;101;19;39;3;17a;2;48
03079;Thurner Kamp;905;Dellbrück;51069;90518;101;19;39;97;111;8;46
03080;Thurner Str.;905;Dellbrück;51069;90510;101;19;39;1;39;2;22
03080;Thurner Str.;905;Dellbrück;51069;90512;101;19;39;45;129;26;68
03080;Thurner Str.;905;Dellbrück;51069;90513;101;19;39;;;70;104
03081;Thurnmarkt;101;Altstadt/Süd;50676;10120;94;13;6;1;7;;
03082;Thusneldastr.;105;Deutz;50679;10505;93;18;6;1;31;2;48
03083;Thymianweg;906;Höhenhaus;51061;90606;101;19;38;1;25;2;60
03084;Thywissenstr.;901;Mülheim;51065;90112;101;19;36;;;2;12
03084;Thywissenstr.;901;Mülheim;51065;90111;101;19;36;5;11;;
03085;Tiberiusstr.;202;Marienburg;50968;20203;94;13;12;1;7;4;16
03544;Tiberstr.;609;Chorweiler;50765;60903;95;16;27;1;7;;
03087;Tieckstr.;402;Neuehrenfeld;50825;40214;95;15;23;1;55;2;76
03087;Tieckstr.;402;Neuehrenfeld;50825;40219;95;15;23;61;83;78;102
03088;Tiefentalstr.;901;Mülheim;51063;90120;101;19;37;7;41;14;72
03089;Tiergartenstr.;503;Riehl;50735;50311;95;16;33;9;11;;
05583;Tiergartenstr. (Elsdorf);708;Elsdorf;51145;70801;93;17;9;1;57;2;24
05584;Tillmannspfädchen;309;Widdersdorf;50859;30904;94;14;21;;;0;16
03090;Tillystr.;904;Holweide;51067;90408;101;19;40;1;7;2;16
03091;Tilsiter Str.;504;Niehl;50735;50411;95;16;34;1;13;2;12
05585;Tilsiter Str. (Urbach);707;Urbach;51145;70702;93;17;9;1a;19;2;4
05586;Tilsiter Weg;307;Weiden;50858;30712;94;14;21;3;11;4;6
03997;Timur-Icelliler-Weg;105;Deutz;50679;10512;93;18;6;;;;
03092;Tipsgasse;103;Altstadt/Nord;50667;10305;93;18;4;;;;
05587;Tiroler Weg;306;Junkersdorf;50858;30605;94;14;20;1;7;2;10
03093;Titusstr.;102;Neustadt/Süd;50678;10202;94;13;2;;;2;26
03094;Togostr.;501;Nippes;50733;50115;95;15;32;3;7;2;18
03095;Tollerstr.;405;Bocklemünd/Mengenich;50829;40504;95;15;25;1;25;2;16a
05588;Tölmesgasse;714;Zündorf;51143;71406;93;17;11;1;19;2;12
03096;Tondernstr.;402;Neuehrenfeld;50825;40220;95;15;23;1;49;;
03096;Tondernstr.;402;Neuehrenfeld;50825;40218;95;15;23;;;2;54
03813;Toni-Steingass-Park;501;Nippes;50733;50115;95;15;32;;;;
03813;Toni-Steingass-Park;504;Niehl;50735;50407;95;16;34;;;;
03835;Toni-Welter-Str.;608;Volkhoven/Weiler;50765;60803;95;16;26;;;2;32
05589;Tönneshofweg;306;Junkersdorf;50858;30610;94;14;20;1;15;2;34
03097;Topsstr.;901;Mülheim;51063;90120;101;19;37;;;2;10b
05590;Torfweg;712;Lind;51147;71201;93;17;10;1;15;;
03098;Torgaustr.;505;Weidenpesch;50737;50501;95;16;34;1;7;;
03099;Torringer Weg;906;Höhenhaus;51061;90610;101;19;38;1;47;;
03099;Torringer Weg;906;Höhenhaus;51061;90611;101;19;38;;;2;32
03100;Totilastr.;105;Deutz;50679;10505;93;18;6;1;1;2;2
05896;Toyota-Allee;306;Junkersdorf;50858;30609;94;14;20;5;99;2;54
03101;Trajanstr.;102;Neustadt/Süd;50678;10202;94;13;2;1;27;10;18
03101;Trajanstr.;102;Neustadt/Süd;50678;10201;94;13;2;31;43;;
03102;Trakehner Str.;504;Niehl;50735;50414;95;16;34;1;41;4;28
03103;Trankgasse;103;Altstadt/Nord;50667;10313;93;18;4;1;11;;
03103;Trankgasse;103;Altstadt/Nord;50667;10307;93;18;4;;;20;20
05591;Trankgasse (Zündorf);714;Zündorf;51143;71401;93;17;11;3;15;4;10
03104;Trankgassenwerft;103;Altstadt/Nord;50668;10307;93;18;4;;;;
05180;Trenkebergstr.;213;Meschenich;50997;21301;94;13;15;15;33;4;28
05180;Trenkebergstr.;213;Meschenich;50997;21302;94;13;15;47;47;40;60
05913;Treptow-Str.;309;Widdersdorf;50859;30906;94;14;21;1;15;2;56
03105;Triberger Weg;901;Mülheim;51063;90123;101;19;37;1;29;2;54
03106;Trierer Str.;101;Altstadt/Süd;50676;10105;94;13;1;1;27;2;10
03106;Trierer Str.;102;Neustadt/Süd;50674;10223;94;13;3;29;65;;
05592;Trierer Str. (Weiden);307;Weiden;50858;30712;94;14;21;1;63;2;38
03107;Trifelsstr.;507;Bilderstöckchen;50739;50702;95;15;31;;;2;4
05594;Triftweg;209;Weiß;50999;20901;94;13;14;29;51;2;38
03108;Trimbornstr.;802;Kalk;51105;80209;93;18;42;1;27;2;38
03109;Trittenheimer Str.;205;Zollstock;50969;20511;94;13;13;1;7;2;14
03110;Troisdorfer Str.;105;Deutz;50679;10511;93;18;6;;;;
05595;Troisdorfer Str. (Lind);712;Lind;51147;71203;93;17;10;1;15;2a;6
03695;Trollblumenweg;608;Volkhoven/Weiler;50765;60803;95;16;26;1;21;2;16
03504;Trondheimer Weg;609;Chorweiler;50765;60901;95;16;27;;;;
05596;Troppauer Str.;707;Urbach;51145;70701;93;17;9;;;2;36
03758;Trude-Herr-Park;101;Altstadt/Süd;50678;10109;94;13;1;;;;
03112;Tübinger Str.;507;Bilderstöckchen;50739;50708;95;15;31;1;17;2;20
03111;Tucholskystr.;405;Bocklemünd/Mengenich;50829;40507;95;15;25;1;13;2;48
03114;Tulpenweg;906;Höhenhaus;51061;90612;101;19;38;5;29;2;10
03114;Tulpenweg;906;Höhenhaus;51061;90613;101;19;38;31;51;12;12
05597;Tulpenweg (Pesch);606;Pesch;50767;60601;95;16;28;1;15;2;14
05599;Tulpenweg (Sürth);210;Sürth;50999;21009;94;13;14;1;15;2;40
05598;Tulpenweg (Zündorf);714;Zündorf;51143;71411;93;17;11;23;27;;
03115;Tunisstr.;103;Altstadt/Nord;50667;10302;93;18;4;3;3;4;6
03115;Tunisstr.;103;Altstadt/Nord;50667;10313;93;18;4;19;29;;
03115;Tunisstr.;103;Altstadt/Nord;50668;10313;93;18;4;;;;
03116;Turiner Str.;103;Altstadt/Nord;50668;10307;93;18;4;1;9;;
03116;Turiner Str.;103;Altstadt/Nord;50668;10308;93;18;4;;;10;10
03116;Turiner Str.;103;Altstadt/Nord;50668;10306;93;18;4;15;21;2;6
03113;Türkstr.;908;Stammheim;51063;90801;101;19;37;1;11;2;8
03505;Turkuplatz;609;Chorweiler;50765;60901;95;16;27;1;1;;
05601;Turmgasse;309;Widdersdorf;50859;30902;94;14;21;1;21;2;22
05602;Turmhofstr.;714;Zündorf;51143;71409;93;17;11;1;9;2;28
03117;Turmstr.;501;Nippes;50733;50110;95;15;32;3;11;2;12
03117;Turmstr.;501;Nippes;50733;50111;95;15;32;13;19;14;38
03509;Türnicher Str.;205;Zollstock;50969;20518;94;13;13;1;5;12;32
03120;Überlinger Str.;303;Lindenthal;50935;30316;94;14;18;1;19;2;28
03118;Ubierring;102;Neustadt/Süd;50678;10201;94;13;2;1;61a;2;58
05603;Ubierweg;704;Gremberghoven;51149;70402;93;17;8;1;11;2;10
03121;Ückerather Str.;506;Longerich;50739;50614;95;16;30;1;9;2;10
03119;Uckermarkstr.;805;Ostheim;51107;80501;93;18;45;1;25;2;32
03122;Üdesheimer Weg;612;Worringen;50769;61201;95;16;29;9;37;2;2
03881;Uedorfer Str.;204;Raderthal;50968;20402;94;13;12;;;2;12
03126;Uferstr.;901;Mülheim;51063;90116;101;19;36;;;4;4
05605;Uferstr. (Rodenkirchen);209;Weiß;50999;20901;94;13;14;;;;
05605;Uferstr. (Rodenkirchen);208;Rodenkirchen;50996;20805;94;13;12;11;41;10;40
05605;Uferstr. (Rodenkirchen);208;Rodenkirchen;50996;20812;94;13;14;45;83;42;52
03127;Uhdestr.;305;Müngersdorf;50933;30504;94;14;20;1;13;2;18b
03128;Uhlandstr.;303;Lindenthal;50931;30311;94;14;18;9;41;2;68
03128;Uhlandstr.;303;Lindenthal;50935;30315;94;14;18;47;47;70;80
03128;Uhlandstr.;303;Lindenthal;50935;30314;94;14;18;;;82;90a
05608;Uhlandstr. (Immendorf);212;Immendorf;50997;21201;94;13;15;7;21;4;36
05891;Uhuweg;206;Rondorf;50997;20606;94;13;15;1;87;2;104
03129;Ulitzkastr.;901;Mülheim;51063;90102;101;19;35;1;25;2;58
05610;Ulmenallee (Heumar);808;Rath/Heumar;51107;80807;93;17;41;1;7;4;4
05611;Ulmenallee (Sürth);210;Sürth;50999;21007;94;13;14;1;63;2;58
05613;Ulmenweg;306;Junkersdorf;50858;30606;94;14;20;1;23;2;14
03131;Ulmer Str.;507;Bilderstöckchen;50739;50708;95;15;31;1;39;2;34
05961;Ulrich-Brisch-Weg;306;Junkersdorf;50858;30606;94;14;20;1;1;2;4
03132;Ulrichgasse;101;Altstadt/Süd;50678;10107;94;13;1;1;29;2;18d
03133;Ulrich-Zell-Str.;501;Nippes;50733;50103;95;15;32;1;11;2;8
05614;Ulrikenstr.;703;Ensen;51149;70304;93;17;7;1;1;;
03134;Umbachstr.;905;Dellbrück;51069;90509;101;19;39;1;29;4;28
03135;Universitätsstr.;302;Sülz;50937;30207;94;14;16;1;7;;
03135;Universitätsstr.;302;Sülz;50937;30205;94;14;16;21;23;16;18
03135;Universitätsstr.;303;Lindenthal;50937;30303;94;14;18;25;31;20;22
03135;Universitätsstr.;303;Lindenthal;50931;30304;94;14;18;33;47;22a;26
03135;Universitätsstr.;303;Lindenthal;50931;30305;94;14;18;49;77;;
03135;Universitätsstr.;303;Lindenthal;50931;30325;94;14;19;77a;91;;
03135;Universitätsstr.;102;Neustadt/Süd;50674;10235;94;13;3;;;98;100
03136;Unkeler Str.;302;Sülz;50939;30201;94;14;16;1;31;2;30
03137;Unkelshof;803;Vingst;51107;80302;93;18;43;1a;5;2;8
03138;Unnauer Weg;605;Lindweiler;50767;60502;95;16;28;3;7a;2;24
03138;Unnauer Weg;605;Lindweiler;50767;60501;95;16;28;9;29;26;140
03545;Unstrutweg;609;Chorweiler;50765;60905;95;16;27;11;37;;
03139;Unter Bergamotten;403;Bickendorf;50827;40305;95;15;24;1;9;2;10
03140;Unter Birnen;403;Bickendorf;50827;40305;95;15;24;1;37;;
03140;Unter Birnen;403;Bickendorf;50827;40306;95;15;24;39;85;;
05615;Unter Buschweg;210;Sürth;50999;21006;94;13;14;1;33;2;144
05871;Unter den Birken;207;Hahnwald;50996;20701;94;13;15;;;120;214
05871;Unter den Birken;207;Hahnwald;50996;20702;94;13;15;197;239;216;228
05928;Unter den Erlen;707;Urbach;51145;70703;93;17;9;3;9;2;40
03130;Unter den Ulmen;202;Marienburg;50968;20201;94;13;12;1;39;96;140
03130;Unter den Ulmen;202;Marienburg;50968;20203;94;13;12;39a;43;142;152
03147;Unter Fettenhennen;103;Altstadt/Nord;50667;10304;93;18;4;7;11;2;4
03148;Unter Goldschmied;103;Altstadt/Nord;50667;10304;93;18;4;3;29;4;24
05618;Unter Gottes Gnaden;309;Widdersdorf;50859;30903;94;14;21;1;97;2;50
05618;Unter Gottes Gnaden;309;Widdersdorf;50859;30905;94;14;21;;;86;128
05618;Unter Gottes Gnaden;309;Widdersdorf;50859;30904;94;14;21;101;123;52;84
05618;Unter Gottes Gnaden;309;Widdersdorf;50859;30906;94;14;21;129;191;;
03150;Unter Kahlenhausen;103;Altstadt/Nord;50668;10306;93;18;4;;;2;2
03150;Unter Kahlenhausen;103;Altstadt/Nord;50668;10308;93;18;4;25;47;;
03150;Unter Kahlenhausen;103;Altstadt/Nord;50668;10309;93;18;4;;;40;46
03149;Unter Käster;103;Altstadt/Nord;50667;10304;93;18;4;1;9;;
03149;Unter Käster;103;Altstadt/Nord;50667;10305;93;18;4;;;10;18
03151;Unter Kirschen;403;Bickendorf;50827;40305;95;15;24;1;5;2;8
03151;Unter Kirschen;403;Bickendorf;50827;40306;95;15;24;7;27;10;40
03152;Unter Krahnenbäumen;103;Altstadt/Nord;50668;10306;93;18;4;1;87;4;68
06027;Unter Linden;309;Widdersdorf;50859;30901;94;14;21;1;223;2;234
06027;Unter Linden;309;Widdersdorf;50859;30902;94;14;21;;;240;286
03153;Unter Sachsenhausen;103;Altstadt/Nord;50667;10313;93;18;4;1;37;2;18
03155;Unter Taschenmacher;103;Altstadt/Nord;50667;10304;93;18;4;1;19;2;22
03141;Untere Dorfstr.;405;Bocklemünd/Mengenich;50829;40501;95;15;25;1;35;2;74
03141;Untere Dorfstr.;405;Bocklemünd/Mengenich;50829;40502;95;15;25;41;101a;84;138
03142;Unterer Bruchweg;807;Brück;51109;80703;93;17;41;7;7;;
03142;Unterer Bruchweg;806;Merheim;51109;80602;93;17;44;;;;
03143;Unterer Herbstweg;601;Merkenich;50769;60105;95;16;29;15;21;2;24
03144;Unterer Komarweg;301;Klettenberg;50939;30101;94;14;16;;;;
05617;Unterer Weißer Weg;208;Rodenkirchen;50999;20813;94;13;14;;;2;10a
03145;Unterer Wichheimer Kirchweg;904;Holweide;51067;90412;101;19;40;;;2;20
03146;Untereschbacher Str.;905;Dellbrück;51069;90509;101;19;39;;;2;42
05619;Unterm Berg;714;Zündorf;51143;71402;93;17;11;1;7;;
05619;Unterm Berg;714;Zündorf;51143;71401;93;17;11;19;19;0;44
03484;Unterste Sauerwiese;905;Dellbrück;51069;90516;101;19;39;1;33;;
03506;Uppsalasteig;609;Chorweiler;50765;60901;95;16;27;;;2;8
03156;Uracher Str.;507;Bilderstöckchen;50739;50706;95;15;31;1;35;2;16b
05620;Urbacher Weg (Porz);706;Porz;51149;70604;93;17;11;1;33;2;22
05620;Urbacher Weg (Porz);703;Ensen;51149;70306;93;17;7;35;93;48;98c
03158;Urbanstr.;105;Deutz;50679;10502;93;18;6;1;1;;
05622;Urbanusstr.;713;Libur;51147;71301;93;17;10;1;57;4;60
03159;Urdenbacher Str.;506;Longerich;50737;50601;95;16;30;3;29;2;18
03123;Ürdinger Str.;501;Nippes;50733;50103;95;15;32;1;15;2;12
03160;Urfelder Str.;204;Raderthal;50968;20402;94;13;12;1;21;2a;2a
03160;Urfelder Str.;204;Raderthal;50968;20401;94;13;12;;;2;2
03161;Urftstr.;302;Sülz;50937;30213;94;14;17;1;19;2;16
05624;Urftstr. (Rodenkirchen);208;Rodenkirchen;50996;20810;94;13;14;1;35;2;40
03162;Urnenstr.;905;Dellbrück;51069;90503;101;19;39;1;11;8;56
03163;Ursulagartenstr.;103;Altstadt/Nord;50668;10312;93;18;5;1;31;2;30
03164;Ursulakloster;103;Altstadt/Nord;50668;10312;93;18;5;5;25;2;22
03576;Ursula-Kuhr-Weg;608;Volkhoven/Weiler;50765;60801;95;16;26;1;19;2;10
03165;Ursulaplatz;103;Altstadt/Nord;50668;10312;93;18;5;1;31;2;30
03166;Ursulastr.;103;Altstadt/Nord;50668;10313;93;18;4;1;5;;
03166;Ursulastr.;103;Altstadt/Nord;50668;10312;93;18;5;;;2;32
05625;Ursulastr. (Ensen);703;Ensen;51149;70301;93;17;7;1;17;2;12
05626;Ursulastr. (Pesch);606;Pesch;50767;60603;95;16;28;1;29;2;24
03124;Ürziger Str.;205;Zollstock;50969;20511;94;13;13;1;13;2;12
02073;Usambarastr.;501;Nippes;50733;50115;95;15;32;1;15;2;2
03546;Usedomstr.;609;Chorweiler;50765;60905;95;16;27;1;29;4;68
05627;Usedomweg;206;Rondorf;50997;20602;94;13;15;1;9;2;10
03167;Usingerstr.;801;Humboldt/Gremberg;51105;80101;93;18;42;1;49;2;30
03167;Usingerstr.;801;Humboldt/Gremberg;51105;80105;93;18;43;55;101a;36;66
03167;Usingerstr.;801;Humboldt/Gremberg;51105;80104;93;18;43;103;105a;70;74
06099;Uta-Renn-Platz;805;Ostheim;51107;80507;93;18;45;;;;
03168;Utehof;502;Mauenheim;50739;50203;95;16;31;1;23;2;28
05628;Utestr.;710;Wahnheide;51147;71007;93;17;10;1;49;2;28
03169;Utrechter Str.;104;Neustadt/Nord;50674;10406;93;18;4;1;9;2;6
03170;Vallendarer Str.;801;Humboldt/Gremberg;51105;80104;93;18;43;1;17;2;20
03171;Van-Gogh-Str.;305;Müngersdorf;50933;30504;94;14;20;1;7;2;4
05863;Van-Kempen-Str.;714;Zündorf;51143;71406;93;17;11;1;15;2;8
03172;Vastersstr.;402;Neuehrenfeld;50825;40220;95;15;23;1;35;2;28
03173;Veilchenweg;906;Höhenhaus;51061;90612;101;19;38;1;29;2;24
05630;Veilchenweg (Heumar);808;Rath/Heumar;51107;80811;93;17;41;1;81;2;76
05630;Veilchenweg (Heumar);808;Rath/Heumar;51107;80812;93;17;41;85;87;;
05631;Veilchenweg (Sürth);210;Sürth;50999;21005;94;13;14;1;13;2;12
03174;Veit-Stoß-Str.;305;Müngersdorf;50933;30506;94;14;20;1;11a;2;20
03175;Veledastr.;102;Neustadt/Süd;50678;10207;94;13;2;1;23;2;16
03176;Venloer Str.;104;Neustadt/Nord;50672;10408;93;18;4;1;23;;
03176;Venloer Str.;104;Neustadt/Nord;50672;10407;93;18;4;25;33;2;30
03176;Venloer Str.;104;Neustadt/Nord;50672;10405;93;18;4;35;153;40;156a
03176;Venloer Str.;401;Ehrenfeld;50823;40112;95;15;22;177;225;160;212
03176;Venloer Str.;401;Ehrenfeld;50823;40113;95;15;22;227;263;214;252
03176;Venloer Str.;401;Ehrenfeld;50823;40107;95;15;22;;;254;286
03176;Venloer Str.;401;Ehrenfeld;50823;40106;95;15;22;265;317;;
03176;Venloer Str.;401;Ehrenfeld;50823;40117;95;15;22;319;371;288;350
03176;Venloer Str.;401;Ehrenfeld;50825;40118;95;15;22;377;391;350a;354e
03176;Venloer Str.;401;Ehrenfeld;50825;40122;95;15;22;393;429;356;416
03176;Venloer Str.;401;Ehrenfeld;50825;40119;95;15;24;431;453;420;468
03176;Venloer Str.;401;Ehrenfeld;50825;40121;95;15;24;455;567;472;550
03176;Venloer Str.;403;Bickendorf;50827;40312;95;15;25;569;749a;624;704
03176;Venloer Str.;403;Bickendorf;50827;40307;95;15;24;;;708;728
03176;Venloer Str.;403;Bickendorf;50827;40303;95;15;24;;;730;736
03176;Venloer Str.;403;Bickendorf;50827;40304;95;15;24;771;867a;738;844
03176;Venloer Str.;404;Vogelsang;50829;40406;95;15;25;877;1079;1000;1152
03176;Venloer Str.;405;Bocklemünd/Mengenich;50829;40501;95;15;25;1271;1435;1210;1410
03177;Venloer Wall;104;Neustadt/Nord;50672;10409;93;18;4;13;19;;
03178;Vereinsstr.;802;Kalk;51103;80207;93;18;42;1;31;2;20
03178;Vereinsstr.;802;Kalk;51103;80202;93;18;42;33;39;22;28
03179;Vernicher Str.;204;Raderthal;50968;20403;94;13;12;1;15;20;34
03180;Victoriastr.;103;Altstadt/Nord;50668;10312;93;18;5;;;2;16
03180;Victoriastr.;103;Altstadt/Nord;50670;10313;93;18;4;15;25;;
03180;Victoriastr.;103;Altstadt/Nord;50670;10312;93;18;5;;;20;30
05633;Viehtrift;712;Lind;51147;71204;93;17;10;1;27;;
